0.5695 	WARNING 	Speech-to-text recognition module not available (use command `pip install SpeechRecognition` to get it. Transcription will be unavailable.
282.4650 	EXP 	slider: markerPos = 7.1425
282.4817 	EXP 	slider: markerPos = 6.715
282.4982 	EXP 	slider: markerPos = 6.2875000000000005
282.5187 	EXP 	slider: markerPos = 5.9725
282.5315 	EXP 	slider: markerPos = 5.7025
282.5484 	EXP 	slider: markerPos = 5.59
282.5650 	EXP 	slider: markerPos = 5.545
282.5817 	EXP 	slider: markerPos = 5.5
282.5983 	EXP 	slider: markerPos = 5.455
282.6150 	EXP 	slider: markerPos = 5.41
282.6317 	EXP 	slider: markerPos = 5.297499999999999
282.6482 	EXP 	slider: markerPos = 5.1625000000000005
282.6651 	EXP 	slider: markerPos = 5.005
282.6816 	EXP 	slider: markerPos = 4.8475
282.6982 	EXP 	slider: markerPos = 4.734999999999999
282.7151 	EXP 	slider: markerPos = 4.6450000000000005
282.7316 	EXP 	slider: markerPos = 4.577500000000001
282.7483 	EXP 	slider: markerPos = 4.487500000000001
282.7649 	EXP 	slider: markerPos = 4.3975
282.7821 	EXP 	slider: markerPos = 4.285
282.7983 	EXP 	slider: markerPos = 4.24
282.8151 	EXP 	slider: markerPos = 4.1725
282.8317 	EXP 	slider: markerPos = 4.1275
282.8483 	EXP 	slider: markerPos = 4.1275
282.8650 	EXP 	slider: markerPos = 4.1275
282.8817 	EXP 	slider: markerPos = 4.1275
282.8983 	EXP 	slider: markerPos = 4.1275
282.9151 	EXP 	slider: markerPos = 4.1725
282.9317 	EXP 	slider: markerPos = 4.375
282.9483 	EXP 	slider: markerPos = 4.8025
282.9651 	EXP 	slider: markerPos = 5.3425
282.9816 	EXP 	slider: markerPos = 5.995
282.9984 	EXP 	slider: markerPos = 6.557499999999999
283.0153 	EXP 	slider: markerPos = 6.8725
283.0375 	EXP 	slider: markerPos = 7.0525
283.0487 	EXP 	slider: markerPos = 7.165000000000001
283.0652 	EXP 	slider: markerPos = 7.209999999999999
283.0816 	EXP 	slider: markerPos = 7.345
283.0983 	EXP 	slider: markerPos = 7.5025
283.1152 	EXP 	slider: markerPos = 7.682499999999999
283.1316 	EXP 	slider: markerPos = 7.817500000000001
283.1482 	EXP 	slider: markerPos = 7.93
283.1651 	EXP 	slider: markerPos = 7.9975000000000005
283.1816 	EXP 	slider: markerPos = 8.11
283.1982 	EXP 	slider: markerPos = 8.2675
283.2150 	EXP 	slider: markerPos = 8.38
283.2317 	EXP 	slider: markerPos = 8.47
283.2482 	EXP 	slider: markerPos = 8.56
283.2650 	EXP 	slider: markerPos = 8.6725
283.2816 	EXP 	slider: markerPos = 8.8075
283.3010 	EXP 	slider: markerPos = 9.055
283.3150 	EXP 	slider: markerPos = 9.145
283.3316 	EXP 	slider: markerPos = 9.19
283.3484 	EXP 	slider: markerPos = 9.28
283.3650 	EXP 	slider: markerPos = 9.37
283.3817 	EXP 	slider: markerPos = 9.459999999999999
283.3983 	EXP 	slider: markerPos = 9.549999999999999
283.4151 	EXP 	slider: markerPos = 9.595
283.4317 	EXP 	slider: markerPos = 9.685
283.4485 	EXP 	slider: markerPos = 9.73
283.4651 	EXP 	slider: markerPos = 9.7975
283.4817 	EXP 	slider: markerPos = 9.865
283.4983 	EXP 	slider: markerPos = 9.91
283.5150 	EXP 	slider: markerPos = 9.977500000000001
283.5316 	EXP 	slider: markerPos = 10.022499999999999
283.5484 	EXP 	slider: markerPos = 10.044999999999998
283.5651 	EXP 	slider: markerPos = 10.067499999999999
283.5817 	EXP 	slider: markerPos = 10.067499999999999
283.5983 	EXP 	slider: markerPos = 10.067499999999999
283.6151 	EXP 	slider: markerPos = 10.067499999999999
283.6317 	EXP 	slider: markerPos = 10.022499999999999
283.6483 	EXP 	slider: markerPos = 9.865
283.6651 	EXP 	slider: markerPos = 9.595
283.6817 	EXP 	slider: markerPos = 9.235
283.6982 	EXP 	slider: markerPos = 8.7175
283.7151 	EXP 	slider: markerPos = 8.3125
283.7316 	EXP 	slider: markerPos = 7.795
283.7482 	EXP 	slider: markerPos = 7.39
283.7651 	EXP 	slider: markerPos = 7.075
283.7816 	EXP 	slider: markerPos = 6.8500000000000005
283.7983 	EXP 	slider: markerPos = 6.67
283.8150 	EXP 	slider: markerPos = 6.49
283.8316 	EXP 	slider: markerPos = 6.3775
283.8483 	EXP 	slider: markerPos = 6.1525
283.8650 	EXP 	slider: markerPos = 5.8825
283.8817 	EXP 	slider: markerPos = 5.6125
283.8983 	EXP 	slider: markerPos = 5.3425
283.9150 	EXP 	slider: markerPos = 5.1175
283.9317 	EXP 	slider: markerPos = 4.9375
283.9482 	EXP 	slider: markerPos = 4.7125
283.9651 	EXP 	slider: markerPos = 4.555
283.9817 	EXP 	slider: markerPos = 4.375
283.9983 	EXP 	slider: markerPos = 4.15
284.0151 	EXP 	slider: markerPos = 4.015
284.0316 	EXP 	slider: markerPos = 3.7675
284.0482 	EXP 	slider: markerPos = 3.3850000000000002
284.0698 	EXP 	slider: markerPos = 3.1149999999999998
284.0826 	EXP 	slider: markerPos = 2.7775
284.0984 	EXP 	slider: markerPos = 2.5524999999999998
284.1151 	EXP 	slider: markerPos = 2.2600000000000002
284.1317 	EXP 	slider: markerPos = 1.9674999999999998
284.1483 	EXP 	slider: markerPos = 1.6975000000000002
284.1651 	EXP 	slider: markerPos = 1.4949999999999999
284.1817 	EXP 	slider: markerPos = 1.2475000000000003
284.1983 	EXP 	slider: markerPos = 1.0225
284.2150 	EXP 	slider: markerPos = 0.8425000000000004
284.2316 	EXP 	slider: markerPos = 0.7299999999999998
284.2483 	EXP 	slider: markerPos = 0.6399999999999997
284.2651 	EXP 	slider: markerPos = 0.5725000000000001
284.2816 	EXP 	slider: markerPos = 0.4599999999999995
284.2983 	EXP 	slider: markerPos = 0.3474999999999999
284.3151 	EXP 	slider: markerPos = 0.23500000000000032
284.3317 	EXP 	slider: markerPos = 0.14500000000000024
284.3484 	EXP 	slider: markerPos = 0.14500000000000024
284.3650 	EXP 	slider: markerPos = 0.14500000000000024
284.3817 	EXP 	slider: markerPos = 0.14500000000000024
284.3983 	EXP 	slider: markerPos = 0.14500000000000024
284.4150 	EXP 	slider: markerPos = 0.16749999999999976
284.4317 	EXP 	slider: markerPos = 0.4375
284.4482 	EXP 	slider: markerPos = 1.2700000000000002
284.4651 	EXP 	slider: markerPos = 1.8549999999999998
284.4816 	EXP 	slider: markerPos = 2.5075
284.4982 	EXP 	slider: markerPos = 2.9799999999999995
284.5150 	EXP 	slider: markerPos = 3.3850000000000002
284.5318 	EXP 	slider: markerPos = 3.745
284.5483 	EXP 	slider: markerPos = 4.15
284.5651 	EXP 	slider: markerPos = 4.42
284.5870 	EXP 	slider: markerPos = 4.6450000000000005
284.5997 	EXP 	slider: markerPos = 4.8925
284.6151 	EXP 	slider: markerPos = 5.0275
284.6316 	EXP 	slider: markerPos = 5.2075000000000005
284.6481 	EXP 	slider: markerPos = 5.545
284.6650 	EXP 	slider: markerPos = 5.8825
284.6816 	EXP 	slider: markerPos = 6.535
284.6982 	EXP 	slider: markerPos = 6.94
284.7151 	EXP 	slider: markerPos = 7.165000000000001
284.7317 	EXP 	slider: markerPos = 7.2325
284.7484 	EXP 	slider: markerPos = 7.2325
284.7650 	EXP 	slider: markerPos = 7.2325
284.7817 	EXP 	slider: markerPos = 7.2325
284.7983 	EXP 	slider: markerPos = 7.2325
284.8150 	EXP 	slider: markerPos = 7.2325
284.8317 	EXP 	slider: markerPos = 7.2325
284.8483 	EXP 	slider: markerPos = 7.2325
284.8651 	EXP 	slider: markerPos = 7.2325
284.8818 	EXP 	slider: markerPos = 7.2325
284.8985 	EXP 	slider: markerPos = 7.2325
284.9150 	EXP 	slider: markerPos = 7.1875
284.9318 	EXP 	slider: markerPos = 7.0975
284.9483 	EXP 	slider: markerPos = 6.985
284.9650 	EXP 	slider: markerPos = 6.94
284.9817 	EXP 	slider: markerPos = 6.9174999999999995
284.9982 	EXP 	slider: markerPos = 6.8950000000000005
285.0151 	EXP 	slider: markerPos = 6.8725
285.0318 	EXP 	slider: markerPos = 6.8275
285.0484 	EXP 	slider: markerPos = 6.8275
285.0651 	EXP 	slider: markerPos = 6.805
285.0817 	EXP 	slider: markerPos = 6.805
285.0984 	EXP 	slider: markerPos = 6.805
285.1150 	EXP 	slider: markerPos = 6.805
285.1317 	EXP 	slider: markerPos = 6.805
285.1483 	EXP 	slider: markerPos = 6.805
285.1651 	EXP 	slider: markerPos = 6.805
285.1659 	DATA 	Mouse:  Left button up, pos=(1018,417)
285.1818 	EXP 	slider: markerPos = 7.0
285.1818 	EXP 	slider: rating = 7.0
285.5837 	DATA 	Mouse: Left button down, pos=(989,321)
285.6131 	EXP 	image: autoDraw = False
285.6131 	EXP 	slider: autoDraw = False
285.6131 	EXP 	OK_Choice: autoDraw = False
285.6131 	EXP 	notAttractive: autoDraw = False
285.6131 	EXP 	Attractive: autoDraw = False
285.6131 	EXP 	image: image = 'Face Choose/AF881.jpg'
285.6131 	EXP 	OK_Choice: pos = (0, -250)
285.6131 	EXP 	slider: markerPos = None
285.6131 	EXP 	slider: markerPos = None
285.6131 	EXP 	slider: rating = None
285.6131 	EXP 	image: autoDraw = True
285.6131 	EXP 	slider: autoDraw = True
285.6131 	EXP 	Attractive: autoDraw = True
285.6131 	EXP 	notAttractive: autoDraw = True
285.6131 	EXP 	OK_Choice: autoDraw = True
285.6831 	DATA 	Mouse:  Left button up, pos=(989,320)
287.9001 	DATA 	Mouse: Left button down, pos=(943,443)
287.9150 	EXP 	slider: markerPos = 5.1175
287.9317 	EXP 	slider: markerPos = 5.1175
287.9483 	EXP 	slider: markerPos = 5.1175
287.9651 	EXP 	slider: markerPos = 5.1175
287.9818 	EXP 	slider: markerPos = 5.1175
287.9822 	DATA 	Mouse:  Left button up, pos=(943,443)
287.9984 	EXP 	slider: markerPos = 5.0
287.9984 	EXP 	slider: rating = 5.0
288.6754 	DATA 	Mouse: Left button down, pos=(967,288)
288.7050 	EXP 	image: autoDraw = False
288.7050 	EXP 	slider: autoDraw = False
288.7050 	EXP 	OK_Choice: autoDraw = False
288.7050 	EXP 	notAttractive: autoDraw = False
288.7050 	EXP 	Attractive: autoDraw = False
288.7050 	EXP 	image: image = 'Face Choose/AF1186.jpg'
288.7050 	EXP 	OK_Choice: pos = (0, -250)
288.7050 	EXP 	slider: markerPos = None
288.7050 	EXP 	slider: markerPos = None
288.7050 	EXP 	slider: rating = None
288.7050 	EXP 	image: autoDraw = True
288.7050 	EXP 	slider: autoDraw = True
288.7050 	EXP 	Attractive: autoDraw = True
288.7050 	EXP 	notAttractive: autoDraw = True
288.7050 	EXP 	OK_Choice: autoDraw = True
288.7572 	DATA 	Mouse:  Left button up, pos=(968,288)
290.8848 	DATA 	Mouse: Left button down, pos=(884,445)
290.8983 	EXP 	slider: markerPos = 3.79
290.9151 	EXP 	slider: markerPos = 3.79
290.9317 	EXP 	slider: markerPos = 3.79
290.9484 	EXP 	slider: markerPos = 3.79
290.9650 	EXP 	slider: markerPos = 3.79
290.9817 	EXP 	slider: markerPos = 3.79
290.9823 	DATA 	Mouse:  Left button up, pos=(884,445)
290.9984 	EXP 	slider: markerPos = 4.0
290.9984 	EXP 	slider: rating = 4.0
291.8170 	DATA 	Mouse: Left button down, pos=(837,442)
291.8318 	EXP 	slider: markerPos = 2.7325
291.8483 	EXP 	slider: markerPos = 2.7325
291.8650 	EXP 	slider: markerPos = 2.7325
291.8817 	EXP 	slider: markerPos = 2.7325
291.8907 	DATA 	Mouse:  Left button up, pos=(837,442)
291.8985 	EXP 	slider: markerPos = 2.7325
291.9150 	EXP 	slider: markerPos = 3.0
291.9150 	EXP 	slider: rating = 3.0
292.4346 	DATA 	Mouse: Left button down, pos=(974,286)
292.4649 	EXP 	image: autoDraw = False
292.4649 	EXP 	slider: autoDraw = False
292.4649 	EXP 	OK_Choice: autoDraw = False
292.4649 	EXP 	notAttractive: autoDraw = False
292.4649 	EXP 	Attractive: autoDraw = False
292.4649 	EXP 	image: image = 'Face Choose/AF730.jpg'
292.4649 	EXP 	OK_Choice: pos = (0, -250)
292.4649 	EXP 	slider: markerPos = None
292.4649 	EXP 	slider: markerPos = None
292.4649 	EXP 	slider: rating = None
292.4649 	EXP 	image: autoDraw = True
292.4649 	EXP 	slider: autoDraw = True
292.4649 	EXP 	Attractive: autoDraw = True
292.4649 	EXP 	notAttractive: autoDraw = True
292.4649 	EXP 	OK_Choice: autoDraw = True
292.5244 	DATA 	Mouse:  Left button up, pos=(974,286)
294.3162 	DATA 	Mouse: Left button down, pos=(879,434)
294.3316 	EXP 	slider: markerPos = 3.6774999999999998
294.3482 	EXP 	slider: markerPos = 3.6774999999999998
294.3649 	EXP 	slider: markerPos = 3.6774999999999998
294.3742 	DATA 	Mouse:  Left button up, pos=(879,434)
294.3817 	EXP 	slider: markerPos = 3.6774999999999998
294.3984 	EXP 	slider: markerPos = 4.0
294.3984 	EXP 	slider: rating = 4.0
294.8352 	DATA 	Mouse: Left button down, pos=(975,306)
294.8506 	EXP 	image: autoDraw = False
294.8506 	EXP 	slider: autoDraw = False
294.8506 	EXP 	OK_Choice: autoDraw = False
294.8506 	EXP 	notAttractive: autoDraw = False
294.8506 	EXP 	Attractive: autoDraw = False
294.8506 	EXP 	image: image = 'Face Choose/AF307.jpg'
294.8506 	EXP 	OK_Choice: pos = (0, -250)
294.8506 	EXP 	slider: markerPos = None
294.8506 	EXP 	slider: markerPos = None
294.8506 	EXP 	slider: rating = None
294.8506 	EXP 	image: autoDraw = True
294.8506 	EXP 	slider: autoDraw = True
294.8506 	EXP 	Attractive: autoDraw = True
294.8506 	EXP 	notAttractive: autoDraw = True
294.8506 	EXP 	OK_Choice: autoDraw = True
294.9180 	DATA 	Mouse:  Left button up, pos=(975,305)
297.3243 	DATA 	Mouse: Left button down, pos=(889,434)
297.3483 	EXP 	slider: markerPos = 3.9025
297.3651 	EXP 	slider: markerPos = 3.9025
297.3817 	EXP 	slider: markerPos = 3.9025
297.3917 	DATA 	Mouse:  Left button up, pos=(889,434)
297.3983 	EXP 	slider: markerPos = 3.9025
297.4151 	EXP 	slider: markerPos = 4.0
297.4151 	EXP 	slider: rating = 4.0
297.7660 	DATA 	Mouse: Left button down, pos=(954,327)
297.8487 	DATA 	Mouse:  Left button up, pos=(954,327)
298.0995 	DATA 	Mouse: Left button down, pos=(973,300)
298.1150 	EXP 	image: autoDraw = False
298.1150 	EXP 	slider: autoDraw = False
298.1150 	EXP 	OK_Choice: autoDraw = False
298.1150 	EXP 	notAttractive: autoDraw = False
298.1150 	EXP 	Attractive: autoDraw = False
298.1150 	EXP 	image: image = 'Face Choose/AF912.jpg'
298.1150 	EXP 	OK_Choice: pos = (0, -250)
298.1150 	EXP 	slider: markerPos = None
298.1150 	EXP 	slider: markerPos = None
298.1150 	EXP 	slider: rating = None
298.1150 	EXP 	image: autoDraw = True
298.1150 	EXP 	slider: autoDraw = True
298.1150 	EXP 	Attractive: autoDraw = True
298.1150 	EXP 	notAttractive: autoDraw = True
298.1150 	EXP 	OK_Choice: autoDraw = True
298.1992 	DATA 	Mouse:  Left button up, pos=(976,298)
301.6671 	DATA 	Mouse: Left button down, pos=(982,439)
301.6816 	EXP 	slider: markerPos = 5.995
301.6983 	EXP 	slider: markerPos = 5.995
301.7150 	EXP 	slider: markerPos = 6.0175
301.7316 	EXP 	slider: markerPos = 6.040000000000001
301.7329 	DATA 	Mouse:  Left button up, pos=(984,439)
301.7483 	EXP 	slider: markerPos = 6.0
301.7483 	EXP 	slider: rating = 6.0
302.2734 	DATA 	Mouse: Left button down, pos=(996,298)
302.2982 	EXP 	image: autoDraw = False
302.2982 	EXP 	slider: autoDraw = False
302.2982 	EXP 	OK_Choice: autoDraw = False
302.2982 	EXP 	notAttractive: autoDraw = False
302.2982 	EXP 	Attractive: autoDraw = False
302.2982 	EXP 	image: image = 'Face Choose/AF709.jpg'
302.2982 	EXP 	OK_Choice: pos = (0, -250)
302.2982 	EXP 	slider: markerPos = None
302.2982 	EXP 	slider: markerPos = None
302.2982 	EXP 	slider: rating = None
302.2982 	EXP 	image: autoDraw = True
302.2982 	EXP 	slider: autoDraw = True
302.2982 	EXP 	Attractive: autoDraw = True
302.2982 	EXP 	notAttractive: autoDraw = True
302.2982 	EXP 	OK_Choice: autoDraw = True
302.3657 	DATA 	Mouse:  Left button up, pos=(996,298)
304.1992 	DATA 	Mouse: Left button down, pos=(930,428)
304.2149 	EXP 	slider: markerPos = 4.824999999999999
304.2316 	EXP 	slider: markerPos = 4.824999999999999
304.2483 	EXP 	slider: markerPos = 4.824999999999999
304.2487 	DATA 	Mouse:  Left button up, pos=(930,428)
304.2650 	EXP 	slider: markerPos = 5.0
304.2650 	EXP 	slider: rating = 5.0
304.8404 	DATA 	Mouse: Left button down, pos=(972,294)
304.8649 	EXP 	image: autoDraw = False
304.8649 	EXP 	slider: autoDraw = False
304.8649 	EXP 	OK_Choice: autoDraw = False
304.8649 	EXP 	notAttractive: autoDraw = False
304.8649 	EXP 	Attractive: autoDraw = False
304.8649 	EXP 	image: image = 'Face Choose/AF1955.jpg'
304.8649 	EXP 	OK_Choice: pos = (0, -250)
304.8649 	EXP 	slider: markerPos = None
304.8649 	EXP 	slider: markerPos = None
304.8649 	EXP 	slider: rating = None
304.8649 	EXP 	image: autoDraw = True
304.8649 	EXP 	slider: autoDraw = True
304.8649 	EXP 	Attractive: autoDraw = True
304.8649 	EXP 	notAttractive: autoDraw = True
304.8649 	EXP 	OK_Choice: autoDraw = True
304.9327 	DATA 	Mouse:  Left button up, pos=(972,294)
306.9331 	DATA 	Mouse: Left button down, pos=(1027,439)
306.9482 	EXP 	slider: markerPos = 7.0075
306.9649 	EXP 	slider: markerPos = 7.0075
306.9817 	EXP 	slider: markerPos = 7.075
306.9983 	EXP 	slider: markerPos = 7.075
307.0149 	EXP 	slider: markerPos = 7.075
307.0186 	DATA 	Mouse:  Left button up, pos=(1030,440)
307.0316 	EXP 	slider: markerPos = 7.0
307.0316 	EXP 	slider: rating = 7.0
307.3830 	DATA 	Mouse: Left button down, pos=(1000,310)
307.3982 	EXP 	image: autoDraw = False
307.3982 	EXP 	slider: autoDraw = False
307.3982 	EXP 	OK_Choice: autoDraw = False
307.3982 	EXP 	notAttractive: autoDraw = False
307.3982 	EXP 	Attractive: autoDraw = False
307.3982 	EXP 	image: image = 'Face Choose/AF1366.jpg'
307.3982 	EXP 	OK_Choice: pos = (0, -250)
307.3982 	EXP 	slider: markerPos = None
307.3982 	EXP 	slider: markerPos = None
307.3982 	EXP 	slider: rating = None
307.3982 	EXP 	image: autoDraw = True
307.3982 	EXP 	slider: autoDraw = True
307.3982 	EXP 	Attractive: autoDraw = True
307.3982 	EXP 	notAttractive: autoDraw = True
307.3982 	EXP 	OK_Choice: autoDraw = True
307.4653 	DATA 	Mouse:  Left button up, pos=(1000,310)
309.3661 	DATA 	Mouse: Left button down, pos=(931,442)
309.3815 	EXP 	slider: markerPos = 4.8475
309.3983 	EXP 	slider: markerPos = 4.8475
309.4149 	EXP 	slider: markerPos = 4.8475
309.4316 	EXP 	slider: markerPos = 4.8475
309.4414 	DATA 	Mouse:  Left button up, pos=(931,442)
309.4483 	EXP 	slider: markerPos = 4.8475
309.4649 	EXP 	slider: markerPos = 5.0
309.4649 	EXP 	slider: rating = 5.0
310.0159 	DATA 	Mouse: Left button down, pos=(990,292)
310.0316 	EXP 	image: autoDraw = False
310.0316 	EXP 	slider: autoDraw = False
310.0316 	EXP 	OK_Choice: autoDraw = False
310.0316 	EXP 	notAttractive: autoDraw = False
310.0316 	EXP 	Attractive: autoDraw = False
310.0316 	EXP 	image: image = 'Face Choose/AF1375.jpg'
310.0316 	EXP 	OK_Choice: pos = (0, -250)
310.0316 	EXP 	slider: markerPos = None
310.0316 	EXP 	slider: markerPos = None
310.0316 	EXP 	slider: rating = None
310.0316 	EXP 	image: autoDraw = True
310.0316 	EXP 	slider: autoDraw = True
310.0316 	EXP 	Attractive: autoDraw = True
310.0316 	EXP 	notAttractive: autoDraw = True
310.0316 	EXP 	OK_Choice: autoDraw = True
310.0998 	DATA 	Mouse:  Left button up, pos=(991,292)
311.8831 	DATA 	Mouse: Left button down, pos=(977,438)
311.8999 	EXP 	slider: markerPos = 5.8825
311.9150 	EXP 	slider: markerPos = 5.8825
311.9316 	EXP 	slider: markerPos = 5.8825
311.9483 	EXP 	slider: markerPos = 5.8825
311.9594 	DATA 	Mouse:  Left button up, pos=(977,438)
311.9651 	EXP 	slider: markerPos = 5.8825
311.9817 	EXP 	slider: markerPos = 6.0
311.9817 	EXP 	slider: rating = 6.0
312.4408 	DATA 	Mouse: Left button down, pos=(989,294)
312.4649 	EXP 	image: autoDraw = False
312.4649 	EXP 	slider: autoDraw = False
312.4649 	EXP 	OK_Choice: autoDraw = False
312.4649 	EXP 	notAttractive: autoDraw = False
312.4649 	EXP 	Attractive: autoDraw = False
312.4649 	EXP 	image: image = 'Face Choose/AF454.jpg'
312.4649 	EXP 	OK_Choice: pos = (0, -250)
312.4649 	EXP 	slider: markerPos = None
312.4649 	EXP 	slider: markerPos = None
